price,levy,manufacturer,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_turbo,car_age
392,1058.0,MERCEDES-BENZ,2012,Jeep,Yes,Petrol,3.5,138766,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,14
4547,,OPEL,1996,Sedan,No,CNG,1.8,0,4.0,Manual,Front,2-3,Left wheel,Blue,2,0,30
1568,1493.0,MERCEDES-BENZ,2016,Sedan,Yes,Diesel,3.5,77205,6.0,Automatic,Rear,2-3,Left wheel,Grey,12,0,10
392,1017.0,MERCEDES-BENZ,2017,Sedan,Yes,Petrol,2.0,1600,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,9
1700,,RENAULT,1996,Universal,No,Petrol,1.6,10000,4.0,Manual,Front,2-3,Left wheel,Blue,2,0,30
941,1053.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,3.5,99562,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,12
5209,419.0,NISSAN,2013,Hatchback,Yes,Petrol,1.2,86146,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
14113,761.0,TOYOTA,2010,Sedan,No,Hybrid,1.8,277000,4.0,Automatic,Front,2-3,Left wheel,White,10,0,16
12544,749.0,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,89000,4.0,Tiptronic,Front,2-3,Left wheel,White,0,0,12
12231,862.0,TOYOTA,2011,Sedan,No,Hybrid,2.5,123345,4.0,Tiptronic,Front,2-3,Left wheel,Grey,12,0,15
549,1058.0,TOYOTA,2012,Jeep,Yes,Hybrid,3.5,0,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,14
70562,,BMW,2014,Jeep,Yes,Petrol,3.0,196000,6.0,Tiptronic,4x4,2-3,Left wheel,Black,12,1,12
14113,,TOYOTA,2004,Minivan,No,LPG,2.4,177000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,4,0,22
20789,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,208130,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
10349,1273.0,ACURA,2015,Sedan,Yes,Petrol,3.5,70562,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,11
14113,,MINI,2010,Coupe,No,Petrol,1.6,101000,4.0,Manual,Front,4-5,Left wheel,White,8,1,16
5175,,HONDA,1996,Jeep,No,CNG,2.0,240000,4.0,Automatic,Front,2-3,Right-hand drive,Carnelian red,4,0,30
1254,585.0,HYUNDAI,2013,Hatchback,Yes,Petrol,1.8,93650,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,13
549,528.0,FORD,2014,Sedan,Yes,Petrol,1.6,126715,4.0,Automatic,Front,2-3,Left wheel,White,12,0,12
18503,,TOYOTA,2013,Sedan,No,Hybrid,2.5,220000,4.0,Variator,Front,2-3,Left wheel,White,10,0,13
26657,919.0,MERCEDES-BENZ,2012,Jeep,Yes,Diesel,3.0,271701,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,14
20500,,TOYOTA,2013,Sedan,Yes,Petrol,2.5,152000,4.0,Tiptronic,Front,2-3,Left wheel,Black,8,0,13
52059,1363.0,LEXUS,2012,Jeep,Yes,Petrol,4.6,229334,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,14
19281,986.0,JEEP,2010,Jeep,Yes,Petrol,2.4,140000,4.0,Automatic,Front,2-3,Left wheel,Green,4,0,16
627,1356.0,LEXUS,2014,Sedan,Yes,Petrol,4.6,208267,8.0,Automatic,Rear,2-3,Left wheel,Silver,12,0,12
18503,586.0,TOYOTA,2012,Hatchback,No,Hybrid,1.8,160000,4.0,Variator,Front,2-3,Left wheel,Grey,16,0,14
3136,765.0,MAZDA,2015,Sedan,Yes,Petrol,2.0,82654,4.0,Automatic,Rear,2-3,Left wheel,Grey,12,0,11
32412,777.0,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,131957,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
16621,629.0,HYUNDAI,2015,Sedan,Yes,Petrol,1.6,135378,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
22577,,VOLKSWAGEN,2007,Goods wagon,No,Diesel,2.5,228000,4.0,Manual,Rear,2-3,Left wheel,White,2,1,19
42692,730.0,SSANGYONG,2016,Jeep,Yes,Petrol,1.6,36000,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,10
25716,,TOYOTA,2012,Hatchback,No,Plug-in Hybrid,1.8,75000,12.0,Automatic,Front,2-3,Left wheel,Silver,10,0,14
392,1017.0,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,2.0,38918,4.0,Automatic,4x4,2-3,Left wheel,White,12,0,9
9095,2736.0,DAIHATSU,2017,Sedan,Yes,Petrol,5.7,55765,8.0,Automatic,Rear,2-3,Left wheel,White,12,0,9
3450,481.0,BMW,2017,Sedan,Yes,Hybrid,2.0,0,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,9
7213,1024.0,TOYOTA,2010,Jeep,Yes,Petrol,2.5,108456,4.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,16
11604,639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,312690,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
282,1079.0,HYUNDAI,2018,Sedan,Yes,Petrol,2.0,17254,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,8
2979,1079.0,HYUNDAI,2018,Sedan,Yes,Petrol,2.0,63195,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,8
15681,1103.0,KIA,2015,Sedan,Yes,Petrol,3.0,53772,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
12544,557.0,FORD,2013,Hatchback,Yes,Petrol,1.7,72000,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,13
52853,891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,89454,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
18189,779.0,TOYOTA,2013,Sedan,Yes,Petrol,2.5,90000,4.0,Tiptronic,Front,2-3,Left wheel,Grey,12,0,13
33556,2195.0,BMW,2009,Jeep,Yes,Petrol,4.8,85000,6.0,Tiptronic,4x4,2-3,Left wheel,Black,5,0,17
9408,,MERCEDES-BENZ,1998,Sedan,Yes,CNG,3.2,230000,6.0,Automatic,Rear,2-3,Left wheel,Black,6,0,28
20385,,HYUNDAI,2012,Sedan,Yes,Petrol,2.0,203200,4.0,Tiptronic,Front,2-3,Left wheel,Black,8,1,14
34635,1077.0,HONDA,2019,Sedan,Yes,Petrol,2.0,2927,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,7
17942,640.0,CHEVROLET,2013,Jeep,Yes,Diesel,2.0,143743,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
12074,585.0,HYUNDAI,2013,Sedan,No,Petrol,1.8,80699,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,13
14269,761.0,TOYOTA,2010,Hatchback,No,Hybrid,1.8,208000,4.0,Automatic,Front,2-3,Left wheel,Blue,8,0,16
78403,,LAND ROVER,2011,Jeep,No,Diesel,2.4,60000,4.0,Manual,4x4,4-5,Left wheel,White,0,1,15
19757,,VOLKSWAGEN,2012,Sedan,Yes,Petrol,2.5,120800,5.0,Tiptronic,Front,2-3,Left wheel,Silver,6,0,14
392,779.0,TOYOTA,2013,Sedan,Yes,Hybrid,2.5,124184,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,13
52687,,JEEP,2010,Jeep,No,Petrol,3.8,103000,6.0,Manual,4x4,2-3,Left wheel,Black,8,0,16
706,1055.0,MERCEDES-BENZ,2013,Jeep,Yes,Petrol,3.5,127416,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,13
8781,,HONDA,2005,Hatchback,Yes,Petrol,1.5,170000,4.0,Variator,Front,2-3,Right-hand drive,Beige,6,0,21
7056,481.0,FORD,2017,Sedan,Yes,Hybrid,2.0,112862,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,9
41578,730.0,SSANGYONG,2016,Jeep,Yes,Diesel,1.6,92888,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
10036,1024.0,HYUNDAI,2010,Minivan,Yes,Diesel,2.5,60517,4.0,Automatic,Front,2-3,Left wheel,Yellow,4,0,16
10663,765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,333804,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
12256,761.0,CHEVROLET,2010,Sedan,Yes,Petrol,1.8,176682,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
8000,,MITSUBISHI,2006,Hatchback,No,Petrol,1.5,169969,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,1,20
314,753.0,HYUNDAI,2012,Jeep,Yes,Petrol,2.4,177080,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,14
11604,,FORD,2013,Sedan,Yes,Petrol,2.0,1000,4.0,Tiptronic,Front,2-3,Left wheel,White,6,0,13
14000,,DODGE,2010,Coupe,No,Petrol,5.7,0,8.0,Manual,4x4,4-5,Left wheel,Black,8,0,16
40076,891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,150415,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
7840,843.0,TOYOTA,2008,Hatchback,No,Petrol,1.5,180000,4.0,Variator,Front,>5,Left wheel,Blue,8,0,18
157,831.0,HYUNDAI,2011,Sedan,Yes,Hybrid,2.4,0,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,15
17249,473.0,CHEVROLET,2014,Sedan,Yes,Petrol,1.4,147718,4.0,Automatic,Front,2-3,Left wheel,White,12,1,12
21639,,MERCEDES-BENZ,2008,Sedan,Yes,Diesel,2.8,284500,6.0,Tiptronic,Rear,2-3,Left wheel,Silver,12,1,18
7683,810.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.8,121840,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,10
13178,687.0,HYUNDAI,2010,Sedan,Yes,Petrol,1.6,86660,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
81539,1935.0,LEXUS,2016,Jeep,Yes,Petrol,4.6,155976,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,10
49550,,MERCEDES-BENZ,2012,Jeep,Yes,Petrol,5.5,105000,8.0,Tiptronic,4x4,2-3,Left wheel,White,12,0,14
549,1190.0,TOYOTA,2014,Sedan,Yes,Petrol,4.0,238203,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,12
11133,394.0,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,179381,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,12
1882,442.0,TOYOTA,2017,Sedan,Yes,Hybrid,1.8,47672,4.0,Automatic,Front,2-3,Left wheel,White,12,0,9
10976,,MERCEDES-BENZ,2009,Sedan,No,Petrol,1.8,214500,4.0,Manual,Rear,2-3,Left wheel,Black,4,0,17
34572,697.0,HONDA,2015,Sedan,Yes,Petrol,1.8,67190,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
23521,639.0,BMW,2014,Sedan,Yes,Petrol,2.0,59000,4.0,Tiptronic,Rear,2-3,Left wheel,Black,12,1,12
17249,749.0,HYUNDAI,2014,Sedan,Yes,Petrol,2.4,111111,6.0,Tiptronic,Front,2-3,Left wheel,White,6,0,12
4200,,MERCEDES-BENZ,2001,Sedan,No,Petrol,2.0,307651,4.0,Manual,Rear,2-3,Right-hand drive,Blue,6,0,25
28225,934.0,TOYOTA,2015,Jeep,Yes,Petrol,2.5,73931,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,11
3607,781.0,TOYOTA,2012,Sedan,Yes,Hybrid,2.5,156518,4.0,Automatic,Front,2-3,Left wheel,White,12,0,14
18033,,HYUNDAI,2013,Sedan,No,Petrol,1.8,88600,4.0,Automatic,Front,2-3,Left wheel,White,6,0,13
125,1664.0,TOYOTA,2013,Coupe,Yes,Petrol,5.7,234683,8.0,Automatic,Rear,2-3,Left wheel,White,12,0,13
10672,640.0,CHEVROLET,2013,Jeep,Yes,Diesel,2.0,71338,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,13
43905,,MERCEDES-BENZ,2009,Jeep,Yes,Petrol,4.4,160000,6.0,Automatic,4x4,2-3,Left wheel,Black,6,0,17
9408,,MERCEDES-BENZ,2007,Sedan,No,Petrol,1.7,142000,4.0,Tiptronic,Front,2-3,Right-hand drive,Silver,8,0,19
18660,723.0,KIA,2016,Sedan,Yes,Diesel,1.6,29420,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
549,585.0,TOYOTA,2013,Sedan,Yes,Hybrid,1.8,298248,4.0,Automatic,Front,2-3,Left wheel,White,12,0,13
18817,,MINI,2011,Hatchback,Yes,Petrol,1.6,123984,4.0,Automatic,Front,2-3,Left wheel,Green,8,0,15
470,934.0,NISSAN,2015,Sedan,Yes,Petrol,2.5,118045,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,11
6899,,SUBARU,2004,Sedan,No,Petrol,2.0,101000,4.0,Tiptronic,4x4,2-3,Right-hand drive,Silver,6,1,22
1960,1172.0,FORD,2011,Jeep,Yes,Petrol,3.5,193013,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,15
20005,707.0,SSANGYONG,2011,Jeep,Yes,Diesel,2.0,200241,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,15
11290,,TOYOTA,2007,Hatchback,Yes,Hybrid,1.5,297600,4.0,Automatic,Front,2-3,Left wheel,Sky blue,6,0,19
13799,639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,185302,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
2979,530.0,HYUNDAI,2013,Sedan,Yes,Petrol,1.6,185570,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,13
4861,1058.0,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,3.5,128202,6.0,Automatic,Rear,2-3,Left wheel,Black,12,0,14
58172,784.0,HONDA,2017,Hatchback,Yes,Petrol,1.5,26166,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,9
7840,,CHRYSLER,2003,Sedan,Yes,LPG,2.0,110000,4.0,Tiptronic,Front,2-3,Left wheel,Beige,4,0,23
53154,891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,80737,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,10
6272,,OPEL,1999,Sedan,No,Petrol,1.6,100000,4.0,Manual,Front,2-3,Left wheel,Blue,3,0,27
31581,915.0,HYUNDAI,2014,Minivan,Yes,Diesel,3.0,114142,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
42337,,FORD,2016,Microbus,No,Diesel,2.2,56000,4.0,Manual,Rear,2-3,Left wheel,White,4,1,10
251,584.0,HYUNDAI,2014,Sedan,Yes,Petrol,1.8,40963,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,12
9252,765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,546691,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,11
8467,1111.0,HONDA,2012,Hatchback,No,Hybrid,1.3,60000,4.0,Variator,Front,2-3,Right-hand drive,Black,4,0,14
12388,1399.0,MERCEDES-BENZ,2010,Sedan,Yes,Diesel,3.5,189530,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,16
627,585.0,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,247651,4.0,Automatic,Front,2-3,Left wheel,Red,12,0,13
45734,1091.0,HYUNDAI,2016,Universal,Yes,Diesel,2.5,61057,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,10
19757,,HYUNDAI,2011,Sedan,Yes,Hybrid,2.4,179200,4.0,Tiptronic,Front,2-3,Left wheel,Grey,6,0,15
11299,639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,54546,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
862,1249.0,SUBARU,2017,Jeep,Yes,Petrol,2.5,74562,4.0,Automatic,4x4,2-3,Left wheel,Grey,0,0,9
1725,1292.0,MERCEDES-BENZ,2016,Sedan,Yes,Petrol,3.0,49968,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,10
10976,,MERCEDES-BENZ,2003,Sedan,Yes,Diesel,2.2,280000,4.0,Tiptronic,Rear,2-3,Left wheel,Blue,5,1,23
251,1750.0,TOYOTA,2008,Jeep,Yes,Hybrid,3.3,318467,6.0,Automatic,4x4,2-3,Left wheel,Blue,12,0,18
1568,831.0,CHEVROLET,2011,Jeep,Yes,Petrol,2.4,80000,4.0,Automatic,Front,2-3,Left wheel,White,12,0,15
11177,502.0,TOYOTA,2013,Hatchback,Yes,Petrol,1.5,133682,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
81225,,BMW,2015,Jeep,Yes,Petrol,3.5,59200,6.0,Tiptronic,4x4,2-3,Left wheel,Black,12,1,11
23138,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,188083,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
10976,,TOYOTA,2005,Hatchback,No,Hybrid,1.5,259000,4.0,Variator,Front,2-3,Left wheel,White,2,0,21
470,586.0,TOYOTA,2012,Hatchback,Yes,Hybrid,1.8,373634,4.0,Automatic,Front,2-3,Left wheel,White,12,0,14
19757,,VOLKSWAGEN,2012,Sedan,Yes,Petrol,2.5,120640,5.0,Tiptronic,Front,2-3,Left wheel,Silver,6,0,14
81539,1935.0,LEXUS,2016,Jeep,Yes,Petrol,4.6,155976,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,10
314,1172.0,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,132630,6.0,Automatic,Rear,2-3,Left wheel,Silver,12,0,15
14113,308.0,TOYOTA,2014,Jeep,Yes,Hybrid,1.8,339710,4.0,Automatic,Front,2-3,Left wheel,White,12,0,12
5959,1438.0,OPEL,2003,Goods wagon,No,Diesel,1.7,235000,4.0,Manual,Rear,4-5,Left wheel,Blue,2,0,23
25089,,TOYOTA,2012,Jeep,No,Petrol,2.5,83500,4.0,Automatic,4x4,2-3,Left wheel,Carnelian red,4,0,14
16308,585.0,HYUNDAI,2013,Sedan,No,Petrol,1.8,50545,4.0,Tiptronic,Front,2-3,Left wheel,Grey,8,0,13
6429,1282.0,CHEVROLET,2007,Jeep,Yes,Diesel,2.0,76198,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,19
12544,639.0,FORD,2014,Sedan,No,Petrol,2.0,81000,4.0,Automatic,Front,2-3,Left wheel,Grey,0,0,12
549,1172.0,LEXUS,2011,Sedan,Yes,Petrol,3.5,229736,6.0,Automatic,Front,2-3,Left wheel,Grey,12,0,15
7840,4508.0,BMW,2001,Universal,No,Petrol,1.9,183000,4.0,Tiptronic,Rear,2-3,Right-hand drive,Black,6,0,25
4800,,AUDI,2002,Sedan,Yes,Petrol,2.7,0,6.0,Automatic,4x4,2-3,Left wheel,Silver,0,1,24
862,1024.0,FORD,2010,Jeep,Yes,Hybrid,2.5,174926,4.0,Automatic,Front,2-3,Left wheel,Grey,0,0,16
282,1399.0,LEXUS,2010,Jeep,Yes,Hybrid,3.5,311949,6.0,Automatic,Front,2-3,Left wheel,Silver,12,0,16
16599,531.0,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,125581,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,14
15367,562.0,FIAT,2015,Coupe,No,Petrol,1.4,19000,4.0,Manual,Front,2-3,Left wheel,Grey,10,0,11
11604,,MERCEDES-BENZ,2003,Sedan,No,Diesel,2.2,299000,4.0,Tiptronic,Rear,2-3,Left wheel,Silver,0,0,23
23207,,TOYOTA,2010,Jeep,Yes,Petrol,2.0,167300,4.0,Variator,4x4,>5,Left wheel,Blue,8,0,16
42651,,MERCEDES-BENZ,2007,Minivan,No,Diesel,2.2,200000,4.0,Manual,Rear,2-3,Left wheel,Silver,2,1,19
64463,880.0,HYUNDAI,2018,Sedan,Yes,Petrol,1.6,5187,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,8
18503,,TOYOTA,2010,Sedan,No,Petrol,1.8,162000,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,16
1333,289.0,FORD,2008,Jeep,Yes,Hybrid,0.4,349288,4.0,Automatic,Front,2-3,Left wheel,Blue,0,0,18
35736,777.0,HYUNDAI,2014,Minivan,Yes,Diesel,2.5,110483,4.0,Automatic,Front,2-3,Left wheel,Yellow,4,0,12
25638,501.0,TOYOTA,2014,Hatchback,Yes,Petrol,1.5,35000,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,12
7213,,MERCEDES-BENZ,1999,Coupe,Yes,Petrol,4.3,115000,8.0,Tiptronic,Rear,4-5,Left wheel,Silver,4,0,27
15681,,TOYOTA,2010,Hatchback,No,Petrol,1.8,0,4.0,Automatic,Front,2-3,Left wheel,Grey,8,0,16
5331,,OPEL,1997,Goods wagon,No,CNG,1.6,0,4.0,Manual,Front,2-3,Left wheel,White,2,0,29
11917,753.0,HYUNDAI,2012,Sedan,Yes,Petrol,2.4,113824,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,14
8154,1172.0,LEXUS,2011,Sedan,Yes,Petrol,3.5,259066,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,15
7527,,OPEL,2004,Goods wagon,No,Diesel,2.2,156000,4.0,Automatic,4x4,2-3,Left wheel,Blue,2,1,22
18826,528.0,HYUNDAI,2014,Sedan,Yes,Diesel,1.6,111232,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
3293,645.0,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,224267,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,15
24462,738.0,CHEVROLET,2017,Sedan,Yes,Petrol,1.4,70400,4.0,Automatic,Front,2-3,Left wheel,Black,0,1,9
392,645.0,TOYOTA,2011,Jeep,Yes,Hybrid,1.8,146184,4.0,Automatic,Front,2-3,Left wheel,White,12,0,15
7840,,NISSAN,2003,Sedan,No,Petrol,2.3,145000,6.0,Automatic,Front,2-3,Right-hand drive,Blue,4,0,23
15053,645.0,TOYOTA,2011,Hatchback,No,Hybrid,1.8,14900,4.0,Automatic,Front,2-3,Left wheel,Silver,10,0,15
17562,697.0,HONDA,2015,Coupe,No,Petrol,1.8,58190,4.0,Automatic,Front,4-5,Left wheel,Black,6,0,11
40889,697.0,HONDA,2015,Sedan,Yes,Petrol,1.8,29000,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,11
11133,1277.0,HYUNDAI,2018,Sedan,Yes,Petrol,2.4,56150,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,8
392,781.0,VOLKSWAGEN,2012,Sedan,Yes,Petrol,2.5,220846,5.0,Automatic,Front,2-3,Left wheel,Black,12,0,14
17000,584.0,NISSAN,2014,Sedan,No,Petrol,1.8,48000,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,12
18503,730.0,HYUNDAI,2016,Sedan,Yes,LPG,1.6,29864,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
7683,1090.0,CHEVROLET,2008,Jeep,Yes,Diesel,2.0,67233,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,18
862,394.0,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,130478,4.0,Automatic,Front,2-3,Left wheel,White,12,0,12
188,751.0,CHEVROLET,2013,Jeep,Yes,Petrol,2.4,149445,4.0,Automatic,4x4,2-3,Left wheel,White,12,0,13
120,,MERCEDES-BENZ,2007,Minivan,No,Diesel,2.2,140000,4.0,Automatic,Rear,2-3,Left wheel,Blue,2,1,19
15053,862.0,FORD,2011,Sedan,Yes,Hybrid,2.5,154000,4.0,Automatic,Front,2-3,Left wheel,White,10,0,15
51746,1620.0,MERCEDES-BENZ,2006,Minivan,No,Diesel,2.2,32000,4.0,Manual,Rear,2-3,Left wheel,White,4,0,20
37633,,LINCOLN,2013,Sedan,Yes,Hybrid,2.0,82817,4.0,Variator,Front,2-3,Left wheel,White,12,0,13
18817,1018.0,BMW,2011,Sedan,Yes,Petrol,3.0,107000,6.0,Tiptronic,Rear,2-3,Left wheel,Blue,10,0,15
39559,765.0,HYUNDAI,2015,Jeep,Yes,Diesel,2.0,89423,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,11
35046,639.0,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,117856,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
13172,707.0,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,72366,4.0,Automatic,Front,2-3,Left wheel,White,4,0,15
1568,2018.0,TOYOTA,2015,Jeep,Yes,Petrol,5.7,128000,8.0,Automatic,4x4,2-3,Left wheel,White,12,0,11
11290,,HONDA,2013,Hatchback,No,Petrol,1.5,120000,4.0,Variator,Front,2-3,Right-hand drive,Grey,4,0,13
627,473.0,CHEVROLET,2014,Sedan,Yes,Petrol,1.4,201974,4.0,Automatic,Front,2-3,Left wheel,White,12,0,12
21953,836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,174000,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
26613,639.0,CHEVROLET,2014,Sedan,Yes,Petrol,2.0,121800,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
34889,831.0,HONDA,2018,Coupe,Yes,Petrol,1.5,16125,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,8
40142,1811.0,LEXUS,2010,Jeep,Yes,Petrol,4.6,357246,8.0,Automatic,4x4,2-3,Left wheel,Grey,0,0,16
2195,645.0,HYUNDAI,2011,Jeep,Yes,Petrol,1.8,308501,4.0,Automatic,Front,2-3,Left wheel,Blue,12,0,15
14113,473.0,CHEVROLET,2014,Sedan,No,Petrol,1.4,82000,4.0,Automatic,Front,2-3,Left wheel,Carnelian red,6,1,12
5331,584.0,CHEVROLET,2014,Jeep,Yes,Petrol,1.8,45680,4.0,Automatic,Front,2-3,Left wheel,Brown,4,0,12
627,585.0,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,0,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,13
43278,,MINI,2014,Hatchback,Yes,Petrol,1.6,53440,4.0,Tiptronic,Front,2-3,Left wheel,Blue,12,1,12
9408,,TOYOTA,2002,Minivan,No,Petrol,2.4,200000,4.0,Automatic,4x4,2-3,Right-hand drive,White,4,0,24
15681,,HYUNDAI,2011,Hatchback,No,Petrol,1.6,115200,4.0,Tiptronic,Front,4-5,Left wheel,Orange,12,0,15
8947,790.0,CHEVROLET,2009,Sedan,Yes,Diesel,1.6,38254,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,17
8467,,NISSAN,2006,Hatchback,Yes,Petrol,1.5,139000,4.0,Variator,Front,2-3,Right-hand drive,Black,6,0,20
16621,761.0,TOYOTA,2010,Sedan,No,Petrol,1.8,174000,8.0,Automatic,Front,2-3,Left wheel,White,10,0,16
18817,,HYUNDAI,2015,Sedan,No,Petrol,1.8,56000,4.0,Tiptronic,Front,2-3,Left wheel,Blue,10,0,11
314,639.0,SUBARU,2014,Jeep,Yes,Petrol,2.0,110098,4.0,Automatic,4x4,2-3,Left wheel,White,0,0,12
3450,,SUBARU,2000,Sedan,No,CNG,2.0,200000,4.0,Automatic,4x4,2-3,Right-hand drive,Black,2,0,26
12858,645.0,TOYOTA,2011,Hatchback,No,Hybrid,1.8,116000,4.0,Variator,Front,2-3,Left wheel,Grey,12,0,15
2509,1017.0,MERCEDES-BENZ,2017,Jeep,Yes,Petrol,2.0,44477,4.0,Automatic,Front,2-3,Left wheel,Blue,0,0,9
10406,687.0,HYUNDAI,2010,Sedan,Yes,Petrol,1.6,100963,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
9095,473.0,CHEVROLET,2014,Sedan,No,Petrol,1.4,52000,4.0,Automatic,Front,2-3,Left wheel,White,8,0,12
