levy,manufacturer,prod_year,category,leather_interior,fuel_type,engine_volume,mileage,cylinders,gear_box_type,drive_wheels,doors,wheel,color,airbags,is_turbo,car_age
1141.0,TOYOTA,2009,Sedan,Yes,Hybrid,2.4,24817,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,17
531.0,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,106400,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,14
,TOYOTA,2008,Hatchback,No,Hybrid,1.5,291200,4.0,Automatic,Front,2-3,Left wheel,Black,6,0,18
,MERCEDES-BENZ,2013,Sedan,Yes,Diesel,3.5,181000,8.0,Tiptronic,Rear,2-3,Left wheel,Grey,0,1,13
,HONDA,2012,Jeep,No,LPG,2.4,87792,4.0,Automatic,Front,2-3,Left wheel,Brown,12,0,14
481.0,HYUNDAI,2017,Sedan,Yes,Hybrid,2.0,138459,4.0,Automatic,Front,2-3,Left wheel,Silver,0,0,9
1646.0,LEXUS,2015,Jeep,Yes,Petrol,4.6,188078,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,11
1058.0,MERCEDES-BENZ,2012,Coupe,Yes,Petrol,3.5,185642,6.0,Automatic,Rear,4-5,Left wheel,Silver,12,0,14
1172.0,LEXUS,2011,Jeep,Yes,Petrol,3.5,181189,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,15
,BMW,2013,Cabriolet,Yes,Petrol,3.0,67646,6.0,Manual,Front,2-3,Left wheel,Black,8,0,13
394.0,TOYOTA,2014,Sedan,Yes,Hybrid,2.5,179381,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,12
645.0,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,116869,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,15
1017.0,HYUNDAI,2017,Jeep,Yes,Diesel,2.0,100734,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,9
810.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.8,54317,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
649.0,TOYOTA,2010,Sedan,No,Hybrid,1.5,265000,4.0,Automatic,Front,2-3,Left wheel,Golden,12,0,16
585.0,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,105328,4.0,Automatic,Front,2-3,Left wheel,White,12,0,13
640.0,HYUNDAI,2013,Sedan,Yes,LPG,2.0,52857,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
531.0,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,136000,4.0,Tiptronic,Front,2-3,Left wheel,Yellow,8,0,14
562.0,CHEVROLET,2015,Sedan,No,Petrol,1.4,76800,4.0,Tiptronic,Front,2-3,Left wheel,Black,10,1,11
707.0,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,191836,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,15
1363.0,LEXUS,2012,Jeep,Yes,Petrol,4.6,229334,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,14
645.0,LEXUS,2011,Hatchback,Yes,Hybrid,1.8,80000,6.0,Automatic,Front,2-3,Left wheel,Grey,10,0,15
1203.0,PORSCHE,2011,Jeep,Yes,Hybrid,3.6,112742,6.0,Automatic,4x4,2-3,Left wheel,Blue,12,0,15
1273.0,TOYOTA,2015,Minivan,Yes,Petrol,3.5,93000,6.0,Tiptronic,Front,2-3,Left wheel,Black,12,0,11
,BMW,2008,Jeep,Yes,Petrol,4.8,230000,12.0,Tiptronic,4x4,2-3,Left wheel,Black,12,0,18
707.0,HYUNDAI,2011,Jeep,Yes,Diesel,2.0,121581,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,15
831.0,SSANGYONG,2017,Jeep,Yes,Petrol,1.6,42763,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,9
1935.0,LEXUS,2016,Jeep,Yes,Petrol,4.6,155976,8.0,Automatic,4x4,2-3,Left wheel,White,0,0,10
639.0,HYUNDAI,2014,Jeep,Yes,Diesel,2.0,122904,4.0,Automatic,Front,2-3,Left wheel,Blue,4,0,12
585.0,HYUNDAI,2013,Sedan,Yes,Petrol,1.8,286043,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,13
639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,636908,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,12
639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,312690,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
,VOLKSWAGEN,2011,Hatchback,No,Petrol,2.5,105000,5.0,Tiptronic,Front,2-3,Left wheel,Black,6,0,15
503.0,TOYOTA,2012,Hatchback,Yes,Petrol,1.5,41620,4.0,Automatic,Front,2-3,Left wheel,Yellow,4,0,14
761.0,TOYOTA,2010,Hatchback,No,Hybrid,1.8,135797,4.0,Automatic,Front,2-3,Left wheel,Red,0,0,16
640.0,SSANGYONG,2013,Jeep,Yes,Diesel,2.0,98895,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
,FIAT,2018,Hatchback,Yes,Petrol,1.4,0,4.0,Variator,Front,4-5,Left wheel,Black,12,1,8
1646.0,LEXUS,2015,Jeep,Yes,Petrol,4.6,273493,8.0,Automatic,4x4,2-3,Left wheel,Silver,0,0,11
585.0,CHEVROLET,2013,Sedan,Yes,Petrol,1.8,125874,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
777.0,FORD,2014,Sedan,Yes,Petrol,2.5,176000,4.0,Tiptronic,Front,2-3,Left wheel,White,10,0,12
,MITSUBISHI,2000,Minivan,Yes,LPG,3.0,161000,6.0,Automatic,4x4,2-3,Right-hand drive,White,2,0,26
,AUDI,2002,Sedan,Yes,Petrol,2.7,0,6.0,Automatic,4x4,2-3,Left wheel,Silver,0,1,24
,FORD,2014,Sedan,No,Petrol,2.5,148800,4.0,Tiptronic,Front,2-3,Left wheel,Black,6,0,12
934.0,TOYOTA,2015,Sedan,Yes,Petrol,2.5,122758,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,11
,HYUNDAI,2011,Sedan,No,Petrol,2.4,331680,4.0,Automatic,Front,2-3,Left wheel,Black,9,0,15
441.0,KIA,2015,Hatchback,No,Hybrid,2.4,89248,4.0,Automatic,Front,2-3,Left wheel,Black,8,0,11
584.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,109000,4.0,Tiptronic,Rear,2-3,Left wheel,Blue,9,1,12
730.0,HYUNDAI,2016,Jeep,Yes,Petrol,1.6,27000,4.0,Tiptronic,4x4,2-3,Left wheel,White,12,0,10
642.0,FORD,2012,Hatchback,No,Hybrid,2.0,128205,4.0,Automatic,Front,2-3,Left wheel,Silver,10,0,14
1058.0,TOYOTA,2012,Sedan,Yes,Petrol,3.5,0,6.0,Automatic,Front,2-3,Left wheel,Black,12,0,14
,NISSAN,2007,Sedan,No,Petrol,1.5,133000,4.0,Variator,Front,2-3,Right-hand drive,Grey,4,0,19
779.0,FORD,2013,Sedan,No,Petrol,2.5,208723,4.0,Automatic,Front,2-3,Left wheel,Grey,0,0,13
640.0,VOLKSWAGEN,2013,Sedan,Yes,Diesel,2.0,82000,4.0,Tiptronic,Front,2-3,Left wheel,Red,8,1,13
,TOYOTA,2006,Universal,No,Diesel,2.2,222000,4.0,Manual,Front,2-3,Left wheel,Black,9,1,20
,MITSUBISHI,1998,Jeep,No,Petrol,1.8,200000,4.0,Automatic,4x4,4-5,Left wheel,Silver,2,0,28
639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,71466,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
3965.0,FORD,1965,Coupe,Yes,Petrol,4.7,1142,8.0,Automatic,Rear,4-5,Left wheel,Red,12,1,61
836.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.0,84154,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
474.0,FIAT,2013,Sedan,Yes,Petrol,1.4,95000,4.0,Tiptronic,Front,2-3,Left wheel,Red,8,0,13
456.0,LEXUS,2015,Sedan,Yes,Hybrid,2.5,40386,4.0,Automatic,Front,2-3,Left wheel,White,12,0,11
,HONDA,2010,Hatchback,No,Petrol,1.3,0,4.0,Variator,Front,2-3,Right-hand drive,Black,4,0,16
751.0,HYUNDAI,2013,Jeep,Yes,Petrol,2.4,53717,4.0,Automatic,4x4,2-3,Left wheel,Silver,0,0,13
642.0,AUDI,2012,Sedan,Yes,Petrol,2.0,292331,4.0,Automatic,4x4,2-3,Left wheel,Black,0,0,14
830.0,HONDA,2019,Coupe,Yes,Petrol,1.5,16666,4.0,Automatic,Front,2-3,Left wheel,Black,12,0,7
7063.0,TOYOTA,2003,Minivan,Yes,LPG,3.0,190000,6.0,Automatic,4x4,2-3,Right-hand drive,Golden,8,0,23
1018.0,BMW,2011,Sedan,Yes,Petrol,3.0,78000,6.0,Tiptronic,Front,2-3,Left wheel,White,10,0,15
,LAND ROVER,2004,Jeep,Yes,Petrol,2.5,458495,4.0,Automatic,4x4,2-3,Left wheel,Green,6,0,22
11714.0,MERCEDES-BENZ,2003,Sedan,Yes,Petrol,5.0,150000,12.0,Tiptronic,Rear,2-3,Right-hand drive,White,12,0,23
831.0,HYUNDAI,2017,Jeep,Yes,Petrol,1.6,41551,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,9
1363.0,VOLKSWAGEN,2000,Coupe,No,Petrol,1.6,146391,4.0,Manual,Front,4-5,Left wheel,Silver,2,0,26
,VOLKSWAGEN,2003,Sedan,Yes,CNG,2.8,282000,6.0,Manual,Front,2-3,Left wheel,Black,8,0,23
639.0,CHEVROLET,2014,Jeep,Yes,Diesel,2.0,66883,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,12
891.0,HYUNDAI,2016,Sedan,Yes,LPG,2.0,517559,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,10
697.0,HONDA,2015,Sedan,Yes,Petrol,1.8,37064,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
800.0,FORD,2011,Coupe,Yes,Petrol,2.3,99971,4.0,Automatic,Front,2-3,Left wheel,Red,4,0,15
911.0,HYUNDAI,2010,Jeep,Yes,Diesel,2.2,121302,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,16
,MERCEDES-BENZ,2012,Jeep,Yes,Petrol,4.7,167000,8.0,Tiptronic,4x4,2-3,Left wheel,Black,10,1,14
,MERCEDES-BENZ,2002,Coupe,Yes,Diesel,2.7,260000,5.0,Tiptronic,Rear,4-5,Left wheel,Black,8,1,24
530.0,HYUNDAI,2013,Hatchback,Yes,Diesel,1.6,58000,4.0,Tiptronic,Front,2-3,Left wheel,White,8,1,13
1024.0,FORD,2010,Jeep,Yes,Hybrid,2.5,174926,4.0,Automatic,Front,2-3,Left wheel,Grey,0,0,16
1750.0,TOYOTA,2008,Sedan,Yes,Hybrid,3.3,277405,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,18
,SUZUKI,2006,Hatchback,Yes,Petrol,1.6,130000,4.0,Manual,Front,2-3,Right-hand drive,Black,12,0,20
1308.0,BMW,2012,Jeep,Yes,Petrol,4.4,0,8.0,Automatic,4x4,2-3,Left wheel,White,12,0,14
501.0,MINI,2014,Coupe,Yes,Petrol,1.5,86234,3.0,Manual,Front,4-5,Left wheel,Black,10,1,12
1017.0,FORD,2017,Hatchback,No,Petrol,2.0,68188,4.0,Automatic,Front,2-3,Left wheel,Red,12,0,9
585.0,HYUNDAI,2013,Coupe,Yes,Petrol,1.8,89962,4.0,Automatic,Front,4-5,Left wheel,Blue,12,0,13
1051.0,KIA,2016,Sedan,Yes,Petrol,2.4,52000,4.0,Tiptronic,Front,2-3,Left wheel,White,12,0,10
730.0,HYUNDAI,2016,Sedan,Yes,LPG,1.6,49068,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
1646.0,LEXUS,2015,Jeep,Yes,Petrol,4.6,102907,8.0,Automatic,4x4,2-3,Left wheel,Black,0,0,11
,TOYOTA,2002,Sedan,No,CNG,2.4,229000,4.0,Automatic,4x4,2-3,Right-hand drive,Blue,6,0,24
751.0,JEEP,2013,Jeep,Yes,Petrol,2.4,165000,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,13
,DODGE,2012,Sedan,No,Petrol,1.4,142000,4.0,Tiptronic,Front,2-3,Left wheel,Black,9,1,14
1111.0,HONDA,2012,Hatchback,Yes,Hybrid,1.3,59000,4.0,Variator,Front,2-3,Right-hand drive,Black,4,0,14
,LAND ROVER,2015,Jeep,Yes,Petrol,2.0,42450,4.0,Tiptronic,4x4,2-3,Left wheel,Grey,12,1,11
,TOYOTA,2007,Sedan,No,LPG,2.4,167421,4.0,Automatic,Front,2-3,Left wheel,Silver,6,0,19
1750.0,TOYOTA,2008,Sedan,Yes,Hybrid,3.3,277405,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,18
,FORD,1997,Sedan,No,Petrol,2.0,180000,4.0,Manual,Rear,2-3,Left wheel,Silver,2,0,29
687.0,HYUNDAI,2010,Sedan,Yes,Petrol,1.6,71202,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,16
2628.0,PORSCHE,2004,Jeep,Yes,Petrol,3.2,156121,8.0,Tiptronic,4x4,2-3,Left wheel,Grey,10,0,22
1045.0,OPEL,1999,Sedan,Yes,Petrol,1.2,111111,4.0,Manual,Front,2-3,Left wheel,Black,4,0,27
,HONDA,1998,Jeep,No,Petrol,2.0,282099,4.0,Automatic,Front,2-3,Left wheel,Black,0,0,28
1058.0,MERCEDES-BENZ,2012,Sedan,Yes,Diesel,3.5,318285,6.0,Automatic,4x4,2-3,Left wheel,Black,12,0,14
,MERCEDES-BENZ,2000,Microbus,No,Diesel,2.2,360000,4.0,Manual,Rear,>5,Left wheel,White,2,1,26
502.0,HONDA,2013,Hatchback,Yes,Hybrid,1.5,92300,4.0,Automatic,Front,2-3,Left wheel,White,4,0,13
834.0,OPEL,2009,Minivan,No,Diesel,1.7,187000,4.0,Manual,Front,2-3,Left wheel,Silver,8,0,17
639.0,SSANGYONG,2014,Jeep,Yes,Diesel,2.0,162169,4.0,Automatic,Front,2-3,Left wheel,Golden,4,0,12
810.0,VOLKSWAGEN,2016,Sedan,Yes,Petrol,1.8,45707,4.0,Manual,Front,2-3,Left wheel,Grey,6,1,10
586.0,LEXUS,2012,Hatchback,Yes,Hybrid,1.8,174106,4.0,Automatic,Front,2-3,Left wheel,White,0,0,14
891.0,HYUNDAI,2016,Sedan,Yes,LPG,2.0,258706,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
1268.0,TOYOTA,2012,Hatchback,No,Petrol,1.5,111000,4.0,Automatic,Front,2-3,Right-hand drive,Black,6,0,14
584.0,MERCEDES-BENZ,2014,Sedan,Yes,Petrol,1.8,81600,4.0,Tiptronic,Rear,2-3,Left wheel,Blue,12,1,12
,MERCEDES-BENZ,1999,Jeep,Yes,LPG,3.2,184000,6.0,Automatic,4x4,2-3,Left wheel,Silver,8,0,27
585.0,HYUNDAI,2013,Sedan,Yes,Petrol,1.8,115000,4.0,Tiptronic,Front,2-3,Left wheel,White,12,0,13
,MERCEDES-BENZ,1992,Sedan,No,CNG,2.6,0,6.0,Manual,Rear,2-3,Left wheel,Beige,4,0,34
1178.0,KIA,2018,Jeep,Yes,Diesel,2.2,47047,4.0,Automatic,Front,2-3,Left wheel,White,4,0,8
584.0,CHEVROLET,2014,Sedan,Yes,Petrol,1.8,149621,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
585.0,HONDA,2013,Coupe,Yes,Petrol,1.8,128905,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,13
1051.0,HYUNDAI,2016,Sedan,No,Petrol,2.4,82000,4.0,Tiptronic,4x4,2-3,Left wheel,Silver,12,0,10
,RENAULT,1996,Hatchback,No,Petrol,1.2,111000,4.0,Manual,Front,4-5,Left wheel,Blue,2,0,30
,KIA,2013,Sedan,No,Petrol,2.4,156800,4.0,Automatic,Front,2-3,Left wheel,Black,8,0,13
836.0,DAEWOO,2010,Sedan,Yes,Diesel,2.0,47221,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
638.0,KIA,2014,Sedan,Yes,Petrol,2.0,40067,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,12
,MERCEDES-BENZ,2000,Jeep,Yes,CNG,3.2,111111,6.0,Tiptronic,4x4,2-3,Left wheel,Grey,12,0,26
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,385876,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,50534,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,11
531.0,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,132000,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,14
915.0,AUDI,2014,Jeep,Yes,Diesel,3.0,98803,6.0,Automatic,4x4,2-3,Left wheel,Grey,0,0,12
586.0,TOYOTA,2012,Hatchback,Yes,Petrol,1.8,119230,4.0,Automatic,Front,2-3,Left wheel,Silver,8,0,14
583.0,HYUNDAI,2011,Sedan,Yes,Petrol,1.6,128147,4.0,Automatic,Front,2-3,Left wheel,White,4,0,15
1211.0,JAGUAR,2010,Sedan,Yes,Diesel,3.0,127632,4.0,Automatic,Front,2-3,Left wheel,White,4,0,16
1286.0,AUDI,2010,Jeep,Yes,Petrol,3.2,282643,6.0,Automatic,4x4,2-3,Left wheel,Blue,12,0,16
,TOYOTA,2014,Hatchback,No,Hybrid,1.8,107000,4.0,Variator,Front,2-3,Left wheel,Carnelian red,12,0,12
,MAZDA,2016,Sedan,Yes,Petrol,2.5,23000,4.0,Automatic,Front,2-3,Left wheel,Red,6,0,10
1249.0,TOYOTA,2017,Jeep,No,Petrol,2.5,28800,4.0,Tiptronic,4x4,2-3,Left wheel,White,16,0,9
,KIA,2014,Sedan,No,Petrol,1.6,115000,4.0,Automatic,Front,2-3,Left wheel,Brown,0,0,12
862.0,HYUNDAI,2011,Universal,Yes,Diesel,2.5,247791,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,15
,MOSKVICH,1985,Sedan,No,Petrol,1.5,20000000,4.0,Manual,Rear,2-3,Left wheel,Red,0,0,41
891.0,HYUNDAI,2016,Jeep,Yes,Diesel,2.0,161052,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
584.0,VOLKSWAGEN,2014,Sedan,Yes,Petrol,1.8,108000,4.0,Tiptronic,Front,2-3,Left wheel,Black,10,0,12
1528.0,FORD,2007,Microbus,No,Diesel,2.4,250000,4.0,Manual,Rear,2-3,Left wheel,White,0,0,19
585.0,TOYOTA,2013,Hatchback,Yes,Hybrid,1.8,142300,4.0,Variator,Front,2-3,Left wheel,Silver,12,0,13
481.0,BMW,2017,Sedan,Yes,Hybrid,2.0,0,4.0,Automatic,Rear,2-3,Left wheel,Black,12,0,9
,HONDA,2012,Sedan,Yes,Hybrid,1.5,45000,4.0,Automatic,Front,2-3,Right-hand drive,Black,6,0,14
749.0,JEEP,2014,Jeep,Yes,Petrol,2.4,84414,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,12
1172.0,MERCEDES-BENZ,2011,Sedan,Yes,Diesel,3.5,119379,6.0,Automatic,4x4,2-3,Left wheel,Silver,12,0,15
642.0,HYUNDAI,2012,Jeep,Yes,Diesel,2.0,146526,4.0,Automatic,Front,2-3,Left wheel,White,4,0,14
1356.0,LEXUS,2014,Jeep,Yes,Petrol,4.6,200402,8.0,Automatic,4x4,2-3,Left wheel,Silver,0,0,12
1064.0,VOLKSWAGEN,2015,Hatchback,No,Petrol,1.0,65000,3.0,Tiptronic,Front,2-3,Right-hand drive,White,2,0,11
1267.0,TOYOTA,2013,Hatchback,No,Hybrid,1.5,109000,4.0,Automatic,Front,2-3,Right-hand drive,Silver,2,0,13
,SUZUKI,2010,Sedan,No,Petrol,2.4,92000,4.0,Manual,Front,2-3,Left wheel,White,6,0,16
489.0,CHEVROLET,2016,Sedan,Yes,Petrol,1.0,31970,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
889.0,KIA,2016,Sedan,Yes,Petrol,2.0,62876,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
,HYUNDAI,2012,Sedan,Yes,Petrol,2.0,203200,4.0,Tiptronic,Front,2-3,Left wheel,Black,8,1,14
,SUBARU,2000,Hatchback,Yes,Petrol,2.0,166000,4.0,Manual,4x4,2-3,Right-hand drive,White,4,1,26
765.0,HYUNDAI,2015,Sedan,Yes,LPG,2.0,547405,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,11
,MERCEDES-BENZ,2000,Jeep,Yes,LPG,3.2,234603,6.0,Automatic,4x4,2-3,Left wheel,Silver,4,0,26
,OPEL,1999,Sedan,No,Petrol,1.2,1234567899,4.0,Manual,Front,2-3,Left wheel,Silver,2,0,27
1054.0,MERCEDES-BENZ,2009,Universal,No,Diesel,2.2,350000,4.0,Manual,Rear,2-3,Left wheel,Green,2,1,17
,MERCEDES-BENZ,2000,Sedan,No,CNG,2.3,200000,4.0,Manual,Rear,2-3,Left wheel,Black,12,0,26
584.0,HYUNDAI,2014,Sedan,Yes,Petrol,1.8,101526,4.0,Automatic,Front,2-3,Left wheel,Silver,12,0,12
1750.0,TOYOTA,2008,Jeep,Yes,Hybrid,3.3,277405,6.0,Automatic,4x4,2-3,Left wheel,Grey,12,0,18
1185.0,SUBARU,2009,Jeep,No,Petrol,2.5,133000,4.0,Automatic,4x4,2-3,Left wheel,Silver,8,0,17
765.0,FORD,2015,Sedan,No,Petrol,2.0,119000,4.0,Manual,Front,2-3,Left wheel,Silver,12,0,11
562.0,VOLKSWAGEN,2015,Sedan,No,Petrol,1.4,70000,4.0,Tiptronic,Front,2-3,Left wheel,Black,6,1,11
,NISSAN,2006,Sedan,Yes,CNG,3.5,180000,6.0,Tiptronic,4x4,2-3,Right-hand drive,Silver,10,0,20
750.0,CHEVROLET,2015,Sedan,Yes,Diesel,2.0,61260,4.0,Automatic,Front,2-3,Left wheel,White,4,0,11
790.0,HYUNDAI,2009,Hatchback,Yes,Petrol,1.6,107760,4.0,Automatic,Front,2-3,Left wheel,Red,4,0,17
,OPEL,1998,Hatchback,No,Petrol,1.6,200000,4.0,Manual,Front,2-3,Left wheel,Silver,4,0,28
,FORD,2009,Jeep,No,Hybrid,2.3,160000,4.0,Variator,4x4,2-3,Left wheel,Black,4,0,17
1058.0,NISSAN,2012,Jeep,No,Petrol,3.5,132000,6.0,Tiptronic,4x4,2-3,Left wheel,Silver,12,0,14
,MERCEDES-BENZ,2002,Sedan,Yes,Diesel,2.7,248000,5.0,Tiptronic,Rear,2-3,Left wheel,Black,10,1,24
,VOLKSWAGEN,1994,Sedan,No,Diesel,1.9,85000,4.0,Manual,Front,2-3,Left wheel,Black,1,1,32
259.0,CHEVROLET,2014,Hatchback,No,Plug-in Hybrid,1.4,65000,4.0,Automatic,Front,2-3,Left wheel,Silver,10,0,12
,TOYOTA,2011,Sedan,No,Petrol,1.8,150000,4.0,Variator,Rear,2-3,Left wheel,Black,10,0,15
2913.0,DODGE,2018,Sedan,Yes,Petrol,5.7,91843,8.0,Automatic,Rear,2-3,Left wheel,Black,12,0,8
891.0,HYUNDAI,2016,Sedan,Yes,LPG,2.0,513137,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,10
583.0,HYUNDAI,2011,Hatchback,Yes,Petrol,1.6,55000,4.0,Tiptronic,Front,2-3,Left wheel,Black,12,0,15
707.0,SSANGYONG,2011,Jeep,Yes,Diesel,2.0,256175,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,15
,SUBARU,2016,Sedan,Yes,Petrol,2.5,48000,4.0,Manual,4x4,2-3,Left wheel,Blue,12,1,10
,TOYOTA,2016,Sedan,No,Hybrid,2.4,101000,6.0,Manual,Front,2-3,Left wheel,Black,8,0,10
,OPEL,1999,Coupe,No,Petrol,1.6,260000,4.0,Manual,Front,4-5,Left wheel,Red,4,0,27
639.0,HYUNDAI,2014,Sedan,Yes,LPG,2.0,713351,4.0,Automatic,Front,2-3,Left wheel,Orange,4,0,12
770.0,HYUNDAI,2016,Jeep,Yes,Diesel,1.7,129816,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,10
,VAZ,1999,Sedan,No,Petrol,1.6,440000,4.0,Manual,Rear,2-3,Left wheel,Carnelian red,0,0,27
769.0,HYUNDAI,2011,Jeep,Yes,Diesel,2.2,244538,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,15
,MITSUBISHI,2017,Pickup,No,Petrol,2.4,80000,4.0,Manual,4x4,2-3,Left wheel,White,12,0,9
986.0,HYUNDAI,2010,Sedan,Yes,Petrol,2.4,78436,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,16
1325.0,MAZDA,2019,Jeep,Yes,Petrol,2.5,14186,4.0,Automatic,Front,2-3,Left wheel,White,12,0,7
790.0,CHEVROLET,2009,Sedan,Yes,Diesel,1.6,38254,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,17
,TOYOTA,2007,Hatchback,No,Hybrid,1.5,123000,4.0,Variator,Front,2-3,Left wheel,Black,4,0,19
,TOYOTA,2020,Sedan,No,Petrol,1.8,13000,4.0,Automatic,Front,2-3,Left wheel,White,4,0,6
761.0,DAEWOO,2010,Sedan,Yes,Petrol,1.8,164466,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,16
730.0,HYUNDAI,2016,Sedan,Yes,LPG,1.6,31006,4.0,Automatic,Front,2-3,Left wheel,White,4,0,10
,SUBARU,2002,Hatchback,No,LPG,2.0,100000,4.0,Automatic,4x4,2-3,Right-hand drive,Silver,8,1,24
1823.0,TOYOTA,2018,Jeep,Yes,Petrol,3.5,47002,6.0,Automatic,4x4,2-3,Left wheel,White,12,0,8
753.0,HYUNDAI,2012,Jeep,Yes,Petrol,2.4,121300,4.0,Automatic,4x4,2-3,Left wheel,Blue,6,0,14
1058.0,MERCEDES-BENZ,2012,Sedan,Yes,Petrol,3.5,64000,6.0,Tiptronic,4x4,2-3,Left wheel,Grey,12,0,14
562.0,CHEVROLET,2015,Sedan,Yes,Petrol,1.4,138000,4.0,Tiptronic,Front,2-3,Left wheel,Blue,10,1,11
501.0,TOYOTA,2014,Hatchback,Yes,Petrol,1.5,122727,4.0,Automatic,Front,2-3,Left wheel,Black,4,0,12
585.0,HYUNDAI,2013,Sedan,Yes,Petrol,1.8,177590,4.0,Automatic,Front,2-3,Left wheel,Grey,12,0,13
531.0,HYUNDAI,2012,Sedan,Yes,Petrol,1.6,88288,4.0,Automatic,Front,2-3,Left wheel,White,4,0,14
586.0,NISSAN,2012,Hatchback,No,Petrol,1.8,165758,4.0,Automatic,Front,2-3,Left wheel,Black,10,0,14
528.0,HYUNDAI,2014,Sedan,Yes,Diesel,1.6,142495,4.0,Automatic,Front,2-3,Left wheel,White,4,0,12
765.0,FORD,2015,Sedan,No,Petrol,2.0,72114,4.0,Automatic,Front,2-3,Left wheel,White,0,0,11
,TOYOTA,2016,Sedan,Yes,Petrol,2.5,38400,4.0,Tiptronic,Front,2-3,Left wheel,Black,6,0,10
730.0,HYUNDAI,2016,Sedan,Yes,Petrol,1.6,39770,4.0,Automatic,Front,2-3,Left wheel,Silver,4,0,10
397.0,TOYOTA,2016,Hatchback,No,Hybrid,1.8,72939,4.0,Automatic,Front,2-3,Left wheel,Blue,8,0,10
2123.0,MAZDA,2017,Hatchback,No,Petrol,1.5,38000,4.0,Automatic,Front,2-3,Right-hand drive,Black,4,0,9
,MERCEDES-BENZ,2004,Sedan,Yes,Petrol,2.4,95140,6.0,Tiptronic,Rear,2-3,Right-hand drive,Silver,8,0,22
831.0,HONDA,2018,Sedan,Yes,Petrol,1.5,13048,4.0,Automatic,Front,2-3,Left wheel,Grey,4,0,8
